chr11 	5.8730558E7 	5.873907E7 	MPEG1
chr1 	1.1087174E7 	1.1247195E7 	MTOR
chr8 	1.28815496E8 	1.28824862E8 	MYC
chr3 	3.8152972E7 	3.8161516E7 	MYD88
chr14 	3.4938466E7 	3.4945711E7 	NFKBIA
chr6 	4.433188E7 	4.4343503E7 	NFKBIE
chr9 	1.38506716E8 	1.38562059E8 	NOTCH
chr1 	0.0 	2.47251718E8 	1
chr9 	1.38506716E8 	1.38562059E8 	NOTCH
chr2 	0.0 	2.42953148E8 	2
chr9 	1.38506716E8 	1.38562059E8 	NOTCH
chr3 	0.0 	1.99503826E8 	3
chr9 	1.38506716E8 	1.38562059E8 	NOTCH
chr4 	0.0 	1.91275062E8 	4
chrX 	1539465.0 	1618037.0 	P2RY8
chr9 	3.6821271E7 	3.7026476E7 	PAX5
chr7 	8.2219256E7 	8.2632133E7 	PCLO
chr12 	1.830374E7 	1.8694619E7 	PIK3C2G
chr1 	9632376.0 	9713759.0 	PIK3CD
chr5 	6.7545339E7 	6.7635405E7 	PIK3R1
chr6 	3.7243899E7 	3.7253182E7 	PIM1
chr20 	8058911.0 	8815547.0 	PLCB1
chr19 	4.7280101E7 	4.7330465E7 	POU2F2
chr6 	1.06638887E8 	1.06666507E8 	PRDM1
chr16 	2.37528E7 	2.4141433E7 	PRKCB
chr10 	8.9611174E7 	8.9720512E7 	PTEN
chr12 	6924000.0 	6942740.0 	PTPN6
chr13 	4.7773883E7 	4.7956027E7 	RB1
chr2 	6.0960255E7 	6.1005682E7 	REL
chr4 	3.9867025E7 	3.9924779E7 	RHOH
chr1 	3.9074455E7 	3.9100082E7 	RRAGC
chr19 	1.0191108E7 	1.0204948E7 	S1PR2
chr3 	4.7030901E7 	4.7182471E7 	SETD2
chr6 	1.34530076E8 	1.34682889E8 	SGK1
chr6 	1.10850585E8 	1.10906537E8 	SLC22A16
chr19 	1.0930597E7 	1.1035958E7 	SMARCA4
chr22 	2.2457149E7 	2.2508705E7 	SMARCB1
chr16 	1.1253774E7 	1.125954E7 	SOCS1
chr1 	1.6044945E7 	1.6141537E7 	SPEN
chr17 	3.7716868E7 	3.7796039E7 	STAT3
chr12 	5.5773454E7 	5.5793463E7 	STAT6
chr9 	9.2601832E7 	9.2702663E7 	SYK
chrX 	7.0500813E7 	7.0668936E7 	TAF1
chr3 	1.78219235E8 	1.78399742E8 	TBL1XR1
chr19 	1558288.0 	1605328.0 	TCF3
chr4 	1.0628529E8 	1.06422409E8 	TET2
chr4 	1.5482289E8 	1.54848692E8 	TLR2
chr6 	7.6017357E7 	7.6053352E7 	TMEM30A
chrX 	1.2901146E7 	1.2907267E7 	TMSB4X
chr6 	1.38228017E8 	1.38248144E8 	TNFAIP3
chr1 	2477150.0 	2488613.0 	TNFRSF14
chr17 	7510444.0 	7533593.0 	TP53
chr14 	1.02311568E8 	1.0244959E8 	TRAF3
chrX 	1.18590457E8 	1.1860442E8 	UBE2A
chr2 	6.1556572E7 	6.1620922E7 	XPO1
chr16 	7.1372286E7 	7.1652035E7 	ZFHX3
chrX 	7.0374198E7 	7.0393772E7 	ZMYM3
chr3 	1.03027523E8 	1.03064559E8 	NFKBIZ
chr12 	1.09568873E8 	1.09614E8 	HVCN1
chr11 	1.10726189E8 	1.10757367E8 	POU2AF1
chrX 	1.50314314E8 	1.50330494E8 	VMA21
chr18 	5.8939558E7 	5.9139593E7 	BCL2
